DATE,SITE,NEMA,COPE,NAUP,OSTR,GAST,CILI,TURB,POLY,BIVA
6/13/1977,DD,410,29,61,4,448,121,122,104,4
6/13/1977,DD,317,18,22,0,133,83,90,72,0
7/8/1977,DD,624,187,295,13,689,381,113,74,20
7/8/1977,DD,752,153,176,14,516,279,76,85,14
7/8/1977,DD,615,202,252,7,511,221,79,101,14
8/1/1977,DD,781,175,202,11,360,104,47,151,2
8/1/1977,DD,815,250,113,18,270,151,72,112,2
8/1/1977,DD,875,178,189,14,328,65,38,146,25
9/13/1977,DD,689,324,88,4,457,153,77,95,4
9/13/1977,DD,1148,236,155,36,632,173,79,189,2
9/13/1977,DD,592,239,180,5,504,113,76,182,2
10/11/1977,DD,522,263,99,7,326,218,65,155,2
10/11/1977,DD,587,182,113,11,428,130,45,164,7
10/11/1977,DD,590,193,193,18,437,126,50,182,2
11/8/1977,DD,851,324,157,23,597,151,81,131,5
11/8/1977,DD,963,320,194,16,446,79,49,157,7
11/8/1977,DD,1028,313,381,18,569,95,40,184,5
12/8/1977,DD,324,40,5,4,286,32,20,27,0
12/8/1977,DD,301,49,20,9,284,74,40,61,2
12/8/1977,DD,256,34,36,11,263,56,38,72,5
1/12/1978,BB,1180,182,153,25,-99,56,27,247,128
1/12/1978,BB,930,104,95,5,-99,43,25,203,61
1/12/1978,BB,1078,128,193,43,-99,61,40,266,81
2/5/1978,BB,1096,22,122,13,-99,27,31,193,0
2/5/1978,BB,855,49,153,11,-99,74,27,214,11
2/5/1978,BB,1153,56,148,11,-99,70,16,212,20
3/7/1978,BB,1161,72,288,4,-99,45,16,106,11
3/7/1978,BB,1062,101,245,9,-99,40,32,146,7
3/7/1978,BB,1310,106,351,14,-99,61,27,144,32
4/6/1978,BB,1641,97,175,13,-99,54,16,122,13
4/6/1978,BB,1834,164,315,4,-99,52,27,115,14
4/6/1978,BB,1690,263,410,2,-99,47,20,142,7
5/5/1978,BB,1191,155,103,5,-99,38,14,139,4
5/5/1978,BB,972,257,122,11,-99,40,22,121,7
5/5/1978,BB,903,639,241,32,-99,29,22,117,0
6/5/1978,BB,558,112,117,7,-99,22,5,70,9
6/5/1978,BB,450,92,135,47,-99,18,11,77,14
6/5/1978,BB,543,160,189,18,-99,18,16,58,18
7/3/1978,BB,401,164,122,20,-99,59,23,126,27
7/3/1978,BB,275,155,126,13,-99,31,11,130,13
7/3/1978,BB,297,110,133,5,-99,56,18,130,31
8/3/1978,BB,538,4,34,4,-99,36,14,85,4
8/3/1978,BB,493,45,58,5,-99,41,18,113,4
8/3/1978,BB,543,25,54,4,-99,25,13,115,18
9/12/1978,BB,221,140,97,9,-99,36,13,52,16
9/12/1978,BB,247,108,180,11,-99,40,11,67,18
9/12/1978,BB,191,112,117,4,-99,25,11,50,20
10/3/1978,BB,542,36,54,4,-99,36,13,52,13
10/3/1978,BB,759,50,115,9,-99,81,50,112,14
10/3/1978,BB,531,40,76,5,-99,61,25,112,20
11/5/1978,BB,419,31,79,27,-99,83,34,121,27
11/5/1978,BB,381,65,76,31,-99,68,47,122,58
11/5/1978,BB,578,61,63,32,-99,72,59,144,103
12/13/1978,BB,500,40,16,7,-99,43,41,54,43
12/13/1978,BB,551,38,16,4,-99,40,54,70,79
12/13/1978,BB,543,41,31,13,-99,40,38,32,52
1/12/1978,DD,534,56,22,0,288,76,31,133,4
1/12/1978,DD,315,61,13,0,180,49,23,72,2
1/12/1978,DD,320,47,14,2,155,50,14,72,0
2/5/1978,DD,245,74,65,2,112,52,29,59,2
2/5/1978,DD,85,18,31,0,54,18,16,59,0
2/5/1978,DD,241,45,68,2,151,149,54,113,11
3/7/1978,DD,543,144,162,4,416,205,88,144,0
3/7/1978,DD,448,142,99,4,362,121,67,139,4
3/7/1978,DD,475,128,61,4,347,133,49,70,0
4/6/1978,DD,480,14,67,2,283,68,45,79,4
4/6/1978,DD,896,356,353,2,632,169,103,97,23
4/6/1978,DD,461,144,128,0,320,99,45,77,7
5/5/1978,DD,378,121,29,2,79,31,34,58,4
5/5/1978,DD,396,81,43,0,139,34,27,49,7
5/5/1978,DD,308,148,32,2,117,34,20,50,5
6/5/1978,DD,403,74,18,2,198,72,67,94,7
6/5/1978,DD,110,31,4,2,61,20,29,58,0
6/5/1978,DD,337,85,14,5,149,67,20,86,9
7/3/1978,DD,896,70,45,14,331,99,58,221,22
7/3/1978,DD,549,68,29,5,110,25,16,97,13
7/3/1978,DD,516,63,45,4,171,23,49,86,7
8/3/1978,DD,232,178,76,4,232,52,23,90,9
8/3/1978,DD,241,119,90,4,214,58,40,77,13
8/3/1978,DD,261,99,49,2,232,34,25,47,5
9/12/1978,DD,524,81,68,0,184,68,27,68,0
9/12/1978,DD,353,43,38,0,194,49,20,72,7
9/12/1978,DD,374,43,65,0,203,58,23,85,0
10/3/1978,DD,590,113,155,4,482,218,133,146,20
10/3/1978,DD,552,47,61,7,308,85,31,117,13
10/3/1978,DD,504,54,76,14,182,128,47,85,14
11/5/1978,DD,439,18,41,2,203,70,41,86,2
11/5/1978,DD,578,52,32,2,274,77,34,74,2
11/5/1978,DD,434,27,41,2,234,47,32,56,13
12/13/1978,DD,459,63,182,0,185,32,36,58,9
12/13/1978,DD,470,67,144,4,198,38,43,70,2
12/13/1978,DD,500,106,63,2,158,23,18,41,4
1/11/1979,BB,1080,27,47,2,-99,43,36,95,36
1/11/1979,BB,950,36,52,4,-99,56,34,59,38
1/11/1979,BB,950,63,70,13,-99,67,34,79,41
2/12/1979,BB,819,14,38,4,-99,36,52,77,22
2/12/1979,BB,1024,9,29,5,-99,63,77,122,18
2/12/1979,BB,2402,18,97,11,-99,90,103,171,16
3/13/1979,BB,1521,4,13,5,-99,68,29,72,4
3/13/1979,BB,1659,16,29,4,-99,74,52,128,4
3/13/1979,BB,1434,40,43,4,-99,67,40,83,5
4/10/1979,BB,1449,74,79,11,-99,83,20,67,5
4/10/1979,BB,999,146,162,31,-99,104,34,95,9
4/10/1979,BB,1204,119,112,23,-99,68,23,108,5
5/7/1979,BB,1351,112,205,20,-99,81,59,85,5
5/7/1979,BB,1040,97,191,31,-99,50,49,81,5
5/7/1979,BB,1474,95,126,34,-99,47,49,70,4
6/5/1979,BB,707,81,85,142,-99,56,36,52,27
6/5/1979,BB,578,63,83,61,-99,76,40,77,47
6/5/1979,BB,455,79,90,54,-99,79,41,77,27
7/6/1979,BB,731,115,58,22,-99,49,36,76,11
7/6/1979,BB,804,76,56,29,-99,58,32,85,14
7/6/1979,BB,777,36,63,41,-99,59,54,92,29
8/6/1979,BB,565,146,157,36,-99,106,54,115,63
8/6/1979,BB,493,115,117,31,-99,77,72,101,40
8/6/1979,BB,497,115,108,23,-99,88,65,106,40
9/6/1979,BB,558,234,122,9,-99,104,32,92,27
9/6/1979,BB,545,151,106,13,-99,81,50,92,38
9/6/1979,BB,441,29,74,7,-99,70,49,74,27
10/4/1979,BB,597,74,45,31,-99,43,40,63,20
10/4/1979,BB,513,67,38,34,-99,45,40,50,14
10/4/1979,BB,225,63,76,18,-99,38,23,50,7
11/6/1979,BB,549,59,47,2,-99,50,29,45,23
11/6/1979,BB,657,77,88,2,-99,74,50,90,16
11/6/1979,BB,556,72,43,2,-99,41,22,63,11
12/4/1979,BB,1024,153,97,11,-99,86,34,205,31
12/4/1979,BB,954,160,113,7,-99,65,23,86,29
12/4/1979,BB,921,162,148,7,-99,72,34,178,22
1/11/1979,DD,349,101,101,4,112,18,22,61,0
1/11/1979,DD,346,126,157,4,155,38,41,47,5
1/11/1979,DD,322,90,90,2,131,40,23,50,2
2/12/1979,DD,277,13,32,2,50,27,22,67,4
2/12/1979,DD,270,11,7,0,104,25,29,52,11
2/12/1979,DD,207,9,13,5,59,25,31,68,5
3/13/1979,DD,365,22,7,0,121,25,23,86,0
3/13/1979,DD,374,29,9,5,115,23,16,86,7
3/13/1979,DD,344,38,5,2,124,18,25,77,0
4/10/1979,DD,563,47,11,0,157,38,31,61,9
4/10/1979,DD,621,90,34,2,205,67,45,47,2
4/10/1979,DD,572,99,40,4,214,41,27,76,2
5/7/1979,DD,1197,113,86,14,626,144,137,191,11
5/7/1979,DD,765,23,40,5,225,70,110,176,5
5/7/1979,DD,929,38,29,4,230,112,122,162,5
6/5/1979,DD,398,14,34,9,115,59,61,164,18
6/5/1979,DD,374,18,27,0,232,58,76,216,22
6/5/1979,DD,317,16,18,2,130,36,23,169,11
7/6/1979,DD,722,67,63,4,401,59,124,117,11
7/6/1979,DD,794,16,18,9,310,25,38,110,4
7/6/1979,DD,659,29,31,4,205,32,43,81,5
8/6/1979,DD,612,58,76,4,203,97,101,113,13
8/6/1979,DD,426,63,79,2,275,77,101,97,5
8/6/1979,DD,527,85,32,2,263,49,70,92,2
9/6/1979,DD,596,214,72,2,446,101,81,139,4
9/6/1979,DD,817,173,94,9,651,130,104,108,7
9/6/1979,DD,797,144,85,9,628,133,97,119,9
10/4/1979,DD,488,38,25,2,256,50,36,61,5
10/4/1979,DD,644,59,58,11,351,38,59,108,2
10/4/1979,DD,561,36,32,11,399,45,56,47,2
11/6/1979,DD,504,20,32,4,216,43,59,124,5
11/6/1979,DD,466,34,16,2,144,27,29,50,7
11/6/1979,DD,545,38,36,0,135,38,20,76,2
12/4/1979,DD,545,13,14,4,329,49,31,31,9
12/4/1979,DD,462,27,9,2,311,20,40,45,5
12/4/1979,DD,506,47,22,7,403,31,54,68,5
1/3/1980,BB,709,135,54,9,-99,90,63,122,32
1/3/1980,BB,660,41,22,4,-99,50,29,212,13
1/3/1980,BB,529,92,34,0,-99,49,40,110,16
2/14/1980,BB,794,20,31,7,-99,45,29,133,4
2/14/1980,BB,936,43,16,7,-99,18,25,130,4
2/14/1980,BB,837,14,5,2,-99,25,32,92,4
3/4/1980,BB,929,29,22,2,-99,81,65,166,0
3/4/1980,BB,900,27,40,2,-99,40,45,149,0
3/4/1980,BB,1065,63,59,4,-99,49,61,122,0
4/15/1980,BB,1001,340,247,4,-99,50,49,68,13
4/15/1980,BB,927,295,266,7,-99,45,50,38,16
4/15/1980,BB,1011,259,232,13,-99,61,58,92,11
5/13/1980,BB,534,439,290,7,-99,34,32,36,29
5/13/1980,BB,558,432,173,4,-99,40,31,34,41
5/13/1980,BB,578,342,256,4,-99,34,40,41,27
6/9/1980,BB,623,92,45,2,-99,16,16,79,7
6/9/1980,BB,198,16,11,2,-99,14,23,32,9
6/9/1980,BB,328,77,27,27,-99,27,29,63,9
7/5/1980,BB,414,155,99,41,-99,59,36,38,32
7/5/1980,BB,268,164,94,31,-99,45,27,41,18
7/5/1980,BB,344,169,113,18,-99,49,41,58,32
8/7/1980,BB,270,92,67,45,-99,41,27,47,36
8/7/1980,BB,259,43,52,31,-99,36,25,50,38
8/7/1980,BB,239,76,70,49,-99,23,13,27,22
9/5/1980,BB,270,25,7,13,-99,31,27,27,5
9/5/1980,BB,250,67,22,22,-99,29,29,27,13
9/5/1980,BB,259,22,23,7,-99,29,23,25,20
10/7/1980,BB,302,157,198,25,-99,67,52,77,74
10/7/1980,BB,229,167,252,76,-99,99,36,52,43
10/7/1980,BB,306,77,90,45,-99,77,56,50,79
11/8/1980,BB,340,221,135,11,-99,31,22,77,50
11/8/1980,BB,283,214,81,5,-99,14,22,76,34
11/8/1980,BB,308,202,101,13,-99,20,38,68,65
12/8/1980,BB,527,40,13,5,-99,27,47,88,95
12/8/1980,BB,324,113,16,9,-99,22,29,131,155
12/8/1980,BB,416,104,13,11,-99,16,52,85,90
1/3/1980,DD,387,20,2,2,74,29,22,27,9
1/3/1980,DD,216,11,4,0,63,11,18,13,5
1/3/1980,DD,220,7,5,2,45,25,22,29,9
2/14/1980,DD,500,22,16,2,70,20,27,7,0
2/14/1980,DD,452,20,9,0,92,13,11,5,0
2/14/1980,DD,347,23,22,2,121,16,9,9,0
3/4/1980,DD,392,18,13,0,76,22,22,13,7
3/4/1980,DD,229,11,9,2,61,11,14,27,5
3/4/1980,DD,227,9,23,2,119,18,32,22,5
4/15/1980,DD,597,99,70,4,315,32,38,22,7
4/15/1980,DD,619,117,43,4,372,27,36,23,11
4/15/1980,DD,536,86,61,4,259,23,29,25,9
5/13/1980,DD,256,36,34,0,313,41,38,32,47
5/13/1980,DD,292,54,34,2,166,61,29,32,22
5/13/1980,DD,383,43,45,0,263,49,29,20,20
6/9/1980,DD,493,31,63,4,130,22,36,13,20
6/9/1980,DD,570,45,14,0,241,23,22,47,13
6/9/1980,DD,745,41,14,0,175,5,20,47,11
7/5/1980,DD,500,81,77,0,337,65,63,23,2
7/5/1980,DD,516,88,94,0,457,72,61,29,7
7/5/1980,DD,551,45,58,0,275,43,31,25,4
8/7/1980,DD,677,121,130,5,423,49,65,58,23
8/7/1980,DD,614,94,76,13,351,31,63,41,25
8/7/1980,DD,648,74,103,9,401,29,67,41,36
9/5/1980,DD,561,36,18,2,354,56,58,70,5
9/5/1980,DD,576,63,27,2,326,36,32,52,2
9/5/1980,DD,632,47,7,4,337,47,36,34,4
10/7/1980,DD,527,54,81,23,497,101,112,68,5
10/7/1980,DD,365,27,29,0,331,34,18,32,4
10/7/1980,DD,542,9,22,5,705,54,58,63,7
11/8/1980,DD,587,47,40,2,184,29,38,27,49
11/8/1980,DD,718,130,45,0,376,20,27,27,41
11/8/1980,DD,563,74,45,4,250,13,25,27,47
12/8/1980,DD,184,7,20,4,63,22,67,16,11
12/8/1980,DD,266,23,7,4,108,18,25,18,11
12/8/1980,DD,223,5,7,0,31,5,14,11,77
1/6/1981,BB,678,43,40,4,-99,45,52,61,85
1/6/1981,BB,567,65,22,0,-99,16,56,94,207
1/21/1981,BB,434,27,59,2,-99,34,40,130,65
1/21/1981,BB,592,81,86,5,-99,50,41,194,56
2/4/1981,BB,491,45,25,11,-99,22,92,32,34
2/4/1981,BB,1103,65,58,9,-99,43,88,47,38
2/17/1981,BB,947,36,58,5,-99,41,40,122,68
2/17/1981,BB,704,38,40,2,-99,31,41,112,47
3/4/1981,BB,1492,22,58,5,-99,49,50,167,25
3/4/1981,BB,1287,25,72,0,-99,36,43,113,29
3/19/1981,BB,581,18,25,2,-99,34,29,90,18
3/19/1981,BB,819,52,54,5,-99,27,29,83,5
4/1/1981,BB,790,13,38,4,-99,40,36,122,36
4/1/1981,BB,677,14,13,0,-99,43,49,85,22
4/17/1981,BB,383,5,7,4,-99,11,7,7,0
4/17/1981,BB,317,5,7,2,-99,18,9,16,0
5/3/1981,BB,655,67,70,7,-99,23,16,43,5
5/3/1981,BB,570,79,41,9,-99,20,23,40,11
5/15/1981,BB,444,27,0,0,-99,0,43,9,0
5/15/1981,BB,671,45,23,4,-99,0,106,22,0
6/1/1981,BB,480,29,14,22,-99,40,16,18,13
6/1/1981,BB,477,7,11,0,-99,29,18,34,11
6/15/1981,BB,200,36,58,0,-99,54,56,23,0
6/15/1981,BB,202,52,38,0,-99,27,31,27,0
7/1/1981,BB,99,23,5,4,-99,11,4,16,25
7/1/1981,BB,299,142,70,68,-99,34,16,65,151
7/15/1981,BB,511,117,218,50,-99,88,50,88,72
7/15/1981,BB,471,74,104,43,-99,52,34,79,101
7/29/1981,BB,284,137,151,9,-99,58,36,31,59
7/29/1981,BB,380,139,133,11,-99,45,31,61,58
8/12/1981,BB,245,167,79,58,-99,34,20,34,54
8/12/1981,BB,338,166,113,9,-99,20,11,40,56
8/26/1981,BB,351,76,67,14,-99,41,13,63,32
8/26/1981,BB,295,40,63,31,-99,25,32,41,23
9/10/1981,BB,191,85,50,61,-99,16,7,16,25
9/10/1981,BB,220,63,74,41,-99,14,7,27,31
9/26/1981,BB,466,36,29,34,-99,32,29,45,72
9/26/1981,BB,277,70,63,16,-99,27,14,49,47
10/8/1981,BB,252,4,4,5,-99,22,16,29,22
10/8/1981,BB,344,22,25,9,-99,29,34,49,23
10/23/1981,BB,392,133,106,47,-99,27,20,63,63
10/23/1981,BB,428,158,117,29,-99,34,16,43,58
11/14/1981,BB,533,68,40,5,-99,13,22,72,11
11/14/1981,BB,356,32,23,22,-99,13,16,58,27
11/25/1981,BB,635,92,119,23,-99,67,52,117,68
11/25/1981,BB,477,97,112,36,-99,34,32,81,38
12/8/1981,BB,597,203,83,9,-99,50,38,70,54
12/8/1981,BB,356,101,40,18,-99,31,25,32,49
12/21/1981,BB,957,56,169,7,-99,50,45,101,43
12/21/1981,BB,716,50,106,7,-99,34,23,65,58
1/6/1981,DD,374,25,27,5,247,31,41,43,18
1/6/1981,DD,301,16,16,2,166,16,27,22,13
1/21/1981,DD,756,36,38,4,401,72,59,45,13
1/21/1981,DD,576,108,50,2,277,49,59,22,7
2/4/1981,DD,711,23,40,5,714,79,101,63,5
2/4/1981,DD,630,22,23,5,491,70,70,41,11
2/17/1981,DD,259,18,27,0,131,49,47,32,18
2/17/1981,DD,301,9,31,2,209,72,49,36,14
3/4/1981,DD,335,22,68,0,275,47,52,83,7
3/4/1981,DD,434,20,68,2,304,25,23,104,5
3/19/1981,DD,504,7,27,2,171,63,27,36,0
3/19/1981,DD,560,23,9,2,340,68,41,27,0
4/1/1981,DD,408,2,11,0,131,20,23,27,18
4/1/1981,DD,576,9,20,5,124,41,27,45,9
4/17/1981,DD,353,0,5,0,56,14,16,27,0
4/17/1981,DD,432,4,11,4,209,41,41,34,0
5/3/1981,DD,592,25,32,0,151,45,22,27,4
5/3/1981,DD,729,36,49,4,346,61,47,45,5
5/15/1981,DD,961,13,29,2,301,59,41,31,5
5/15/1981,DD,702,4,13,5,164,40,22,36,4
6/1/1981,DD,556,7,4,2,310,54,22,29,13
6/1/1981,DD,522,11,2,2,239,36,23,50,4
6/15/1981,DD,475,34,70,13,274,59,56,36,23
6/15/1981,DD,507,9,68,0,205,59,47,41,41
7/1/1981,DD,452,11,27,4,207,32,16,32,18
7/1/1981,DD,601,14,45,16,338,31,36,49,31
7/15/1981,DD,734,31,113,4,380,99,54,81,29
7/15/1981,DD,797,47,77,5,527,119,56,79,20
7/29/1981,DD,500,126,155,0,435,36,40,7,5
7/29/1981,DD,407,41,117,2,434,40,29,11,9
8/12/1981,DD,459,34,79,0,284,90,31,40,5
8/12/1981,DD,477,27,58,0,286,81,23,31,2
8/26/1981,DD,572,11,77,4,617,50,43,56,14
8/26/1981,DD,480,2,23,0,531,72,32,70,31
9/10/1981,DD,344,2,22,5,220,14,23,56,27
9/10/1981,DD,349,11,45,4,268,23,31,36,9
9/26/1981,DD,453,22,70,0,450,49,18,56,7
9/26/1981,DD,279,4,18,0,344,43,4,20,2
10/8/1981,DD,520,34,47,0,547,58,31,52,18
10/8/1981,DD,369,18,65,2,283,23,14,115,25
10/23/1981,DD,320,63,79,7,335,13,9,54,9
10/23/1981,DD,403,79,200,5,369,65,25,34,11
11/14/1981,DD,480,92,63,0,518,32,18,36,0
11/14/1981,DD,426,38,54,0,238,27,4,11,2
11/25/1981,DD,497,7,103,4,543,110,31,45,18
11/25/1981,DD,441,59,58,5,432,67,18,22,4
12/8/1981,DD,630,40,140,7,806,95,36,41,4
12/8/1981,DD,660,103,85,4,662,50,54,61,7
12/21/1981,DD,301,27,50,2,387,36,23,18,4
12/21/1981,DD,322,41,47,0,425,20,32,14,2
1/7/1982,BB,623,40,58,0,-99,40,54,77,14
1/7/1982,BB,180,0,9,5,-99,13,5,7,4
1/22/1982,BB,1283,23,65,13,-99,27,56,115,20
1/22/1982,BB,1116,32,38,5,-99,29,27,74,4
2/8/1982,BB,576,14,43,7,-99,38,32,47,18
2/8/1982,BB,768,27,16,2,-99,23,25,43,18
2/19/1982,BB,738,5,13,4,-99,31,18,36,7
2/19/1982,BB,680,0,14,4,-99,16,5,36,14
3/8/1982,BB,905,31,49,7,-99,54,32,45,5
3/8/1982,BB,1062,18,32,9,-99,40,36,45,13
3/23/1982,BB,842,76,76,9,-99,16,22,41,7
3/23/1982,BB,702,50,95,9,-99,18,18,38,11
4/7/1982,BB,689,72,65,23,-99,11,18,58,11
4/7/1982,BB,981,52,85,2,-99,34,34,74,9
4/20/1982,BB,966,149,175,32,-99,72,40,47,14
4/20/1982,BB,1269,85,149,41,-99,58,32,58,7
5/4/1982,BB,936,54,112,11,-99,133,65,52,16
5/4/1982,BB,894,59,59,23,-99,38,16,36,7
5/19/1982,BB,664,275,117,79,-99,61,40,74,18
5/19/1982,BB,768,166,117,112,-99,79,52,50,13
6/2/1982,BB,788,140,238,31,-99,29,18,45,81
6/2/1982,BB,592,194,137,25,-99,45,13,23,40
6/17/1982,BB,1436,137,162,32,-99,83,43,108,67
6/17/1982,BB,1008,108,119,11,-99,97,34,70,34
7/2/1982,BB,855,72,103,16,-99,56,18,38,160
7/2/1982,BB,1204,83,133,49,-99,59,25,92,99
7/19/1982,BB,779,176,194,70,-99,47,31,61,72
7/19/1982,BB,684,11,70,16,-99,54,23,90,16
8/2/1982,BB,666,90,223,13,-99,52,23,79,268
8/2/1982,BB,704,79,135,38,-99,49,14,43,162
8/16/1982,BB,534,76,72,9,-99,45,22,54,112
8/16/1982,BB,653,99,110,14,-99,22,18,41,142
9/1/1982,BB,732,130,121,9,-99,77,36,65,97
9/1/1982,BB,673,112,139,45,-99,88,81,61,104
9/14/1982,BB,621,92,146,4,-99,47,34,23,52
9/14/1982,BB,729,83,144,54,-99,52,32,29,50
10/1/1982,BB,700,43,99,0,-99,34,27,31,22
10/1/1982,BB,596,94,187,2,-99,59,25,65,29
10/14/1982,BB,878,768,583,146,-99,74,36,67,61
10/14/1982,BB,936,211,412,59,-99,72,27,70,52
10/29/1982,BB,918,110,259,25,-99,61,32,86,50
10/29/1982,BB,779,108,331,27,-99,47,27,408,104
11/14/1982,BB,428,160,149,18,-99,40,31,59,31
11/14/1982,BB,885,122,176,7,-99,18,25,74,45
11/29/1982,BB,797,184,104,18,-99,41,38,36,22
11/29/1982,BB,754,245,144,13,-99,29,22,67,61
12/15/1982,BB,533,38,61,11,-99,41,34,61,14
12/15/1982,BB,794,59,61,4,-99,50,27,72,32
12/31/1982,BB,776,16,40,2,-99,41,25,110,45
12/31/1982,BB,1368,47,139,11,-99,76,63,133,162
1/7/1982,DD,320,18,14,4,270,38,31,7,2
1/7/1982,DD,261,13,50,4,176,25,9,9,4
1/22/1982,DD,333,25,18,2,216,20,25,20,5
1/22/1982,DD,513,23,31,7,378,40,58,23,2
2/8/1982,DD,425,16,49,5,513,47,32,29,4
2/8/1982,DD,293,7,29,2,320,41,22,29,11
2/19/1982,DD,466,34,31,2,421,38,36,27,7
2/19/1982,DD,353,11,16,0,229,16,22,23,20
3/8/1982,DD,671,29,18,2,657,40,41,47,11
3/8/1982,DD,473,27,7,0,497,59,23,29,11
3/23/1982,DD,831,41,88,0,720,139,83,67,13
3/23/1982,DD,714,68,92,7,608,148,68,47,11
4/7/1982,DD,578,23,32,4,507,101,50,29,23
4/7/1982,DD,628,34,31,14,151,29,32,32,20
4/20/1982,DD,831,14,25,7,365,95,32,38,20
4/20/1982,DD,947,135,79,16,452,115,52,29,16
5/4/1982,DD,716,14,61,7,646,151,31,34,20
5/4/1982,DD,729,4,36,4,806,108,27,25,9
5/19/1982,DD,902,47,63,7,509,58,29,20,18
5/19/1982,DD,1290,67,74,4,417,56,40,34,9
6/2/1982,DD,920,27,135,5,335,229,38,83,56
6/2/1982,DD,777,9,32,2,416,122,36,106,16
6/17/1982,DD,979,11,50,7,473,133,47,40,13
6/17/1982,DD,891,9,52,4,428,128,47,47,16
7/2/1982,DD,1045,14,36,2,678,144,63,59,29
7/2/1982,DD,891,20,47,2,385,117,43,40,20
7/19/1982,DD,612,25,41,4,259,83,11,23,2
7/19/1982,DD,381,18,65,4,194,83,14,11,11
8/2/1982,DD,738,72,131,5,601,106,38,47,9
8/2/1982,DD,1092,112,85,5,468,92,32,47,7
8/16/1982,DD,759,95,207,5,723,68,38,47,11
8/16/1982,DD,824,130,252,0,450,47,23,40,13
9/1/1982,DD,1024,23,34,0,416,77,52,43,43
9/1/1982,DD,758,16,31,0,293,47,29,41,20
9/14/1982,DD,570,50,61,0,432,252,85,40,16
9/14/1982,DD,673,86,113,4,572,223,59,29,7
10/1/1982,DD,918,4,56,4,346,97,86,50,32
10/1/1982,DD,507,0,14,2,238,65,63,29,23
10/14/1982,DD,723,2,58,5,263,31,23,27,20
10/14/1982,DD,443,9,27,2,167,38,25,16,18
10/29/1982,DD,1652,34,113,9,1416,92,92,63,22
10/29/1982,DD,1083,31,86,11,947,103,86,45,14
11/14/1982,DD,479,11,11,4,254,58,29,29,25
11/14/1982,DD,579,77,209,0,288,50,43,23,16
11/29/1982,DD,333,22,50,9,135,34,29,25,36
11/29/1982,DD,380,214,36,0,212,18,13,11,11
12/15/1982,DD,470,18,9,4,365,38,27,14,18
12/15/1982,DD,497,31,7,2,340,22,25,13,18
12/31/1982,DD,574,13,31,7,248,27,22,18,97
12/31/1982,DD,705,11,27,0,229,34,13,22,22
